# 3DO audio durations for Sherlock Serrated Scalpel talkie mode
# Format: filename duration_ms (space or tab separated)
# filename is without .stream extension
ldb16zae 9160
ldb16zaf 1880
ldy12aaa 4750
ldy12aab 9560
ldy12aac 3310
ldy12aad 8480
ldy12aae 10520
ldy12aaf 10760
ldy12aag 13320
ldy12aah 13650
ldy12aai 4790
ldy12aaj 7520
ldy12aba 2540
ldy12abb 10760
ldy12aca 8920
ldy12acb 11130
ldy12ada 7350
ldy12adb 9350
ldy12adc 4250
ldy12add 5190
ldy12aea 4880
ldy12aeb 11490
ldy12aec 8780
ldy12aed 13530
ldy12afa 3010
ldy12afb 5850
ldy12aga 3010
ldy12agb 5490
ldy12yaa 8880
ldy12yab 4650
ldy12yac 12660
ldy12yad 7170
ldy12yae 9060
ldy12yaf 2020
ldy12zaa 3850
lrd51aaa 7850
lrd51aab 6010
lrd51aac 9650
lrd51aad 9350
lrd51aae 9060
lrd51aaf 10080
lrd51aag 18430
lrd51aah 23010
lrd51aai 2720
lrd51aaj 4680
lrd51aak 1990
lrd51aal 5710
lrd51aam 3240
lrd51aan 4790
lrd51waa 6620
lrd51xaa 5210
lrd51yaa 8080
lrd51zaa 5960
lrs31aaa 3200
lrs31aab 8190
lrs31aac 6650
lrs31aad 8480
lrs31aae 5590
lrs31aba 3920
lrs31abb 3640
lrs31aca 2390
lrs31acb 4350
lrs31ada 2800
lrs31adb 4840
lrs31aea 2580
lrs31aeb 1920
lrs31afa 3640
lrs31afb 10450
lrs31afc 6180
lrs31aga 8920
lrs31agb 10480
lrs31agc 4680
lrs31agd 5560
lrs31age 3380
lrs31agf 6290
lrs31agg 4140
lrs31agh 4720
lrs31agi 4550
lrs31aha 2390
lrs31ahb 6110
lrs31aia 3120
lrs31aib 8010
lrs31waa 8010
lrs31xaa 8010
lrs31yaa 8010
lrs31zaa 8010
lsl24aaa 3810
lsl24aab 6150
lsl24aba 5780
lsl24abb 10480
lsl24aca 3850
lsl24acb 6880
lsl24acc 4350
lsl24acd 3810
lsl24ace 4440
lsl24acf 4910
lsl24acg 6810
lsl24ach 3450
lsl24adb 6720
lsl24aeb 7650
lsl24afb 7560
lsl24baa 2140
lsl24bab 6080
lsl24bba 4980
lsl24bbb 4040
lsl24bca 3050
lsl24bcb 7520
lsl24bda 8050
lsl24bdb 18270
lsl24bea 7680
lsl24beb 12520
lsl24caa 1850
lsl24cab 6110
lsl24cba 3480
lsl24cbb 12020
lsl24cca 2800
lsl24ccb 9210
